DATA_DAT,CUST_NO,ORG_NO,CCY_CD,DAY_FA_BAL,YAVER_FA_BAL,DAY_AUM_BAL,YAVER_AUM_BAL,TOT_IVST_BAL,MAVER_TOT_IVST_BAL,SAVER_TOT_IVST_BAL,YAVER_TOT_IVST_BAL,FA_BAL_MAX,FA_BAL_MAX_DATE,AUM_BAL_MAX,AUM_BAL_MAX_DATE
43000,7910375605058052,887460606267,RKX,0.0,29.897337973200003,0.0,3340.47,0.0,0.0,0.0,0.0,16.0904254892,42971.0,520.73,42971.0
43000,7910375605058052,887460606266,RKX,0.0,29.897337973200003,0.0,3340.47,0.0,0.0,0.0,0.0,16.0904254892,42971.0,520.73,42971.0
43000,7910375605058052,887460656367,RKX,4.30023434814,19.1329548124,9.94,583.83,0.0,0.0,0.0,0.0,94.3538796063,42980.0,70000.0,42980.0
43000,7910375605058052,887460656666,RKX,4.30023434814,19.1329548124,9.94,583.83,0.0,0.0,0.0,0.0,94.3538796063,42980.0,70000.0,42980.0
43000,7910375605058052,887466666666,RKX,4.30023434814,32.3094203274,9.94,3924.3,0.0,0.0,0.0,0.0,94.3538796063,42980.0,70000.0,42980.0
43000,7910375605058052,887460666666,RKX,4.30023434814,32.3094203274,9.94,3924.3,0.0,0.0,0.0,0.0,94.3538796063,42980.0,70000.0,42980.0
43000,7910375605058052,888888888888,RKX,4.30023434814,32.3094203274,9.94,3924.3,0.0,0.0,0.0,0.0,94.3538796063,42980.0,70000.0,42980.0
43000,7910375605058052,887460606666,RKX,0.0,29.897337973200003,0.0,3340.47,0.0,0.0,0.0,0.0,16.0904254892,42971.0,520.73,42971.0
43000,7910375605058052,887460656366,RKX,4.30023434814,19.1329548124,9.94,583.83,0.0,0.0,0.0,0.0,94.3538796063,42980.0,70000.0,42980.0
43123,7973763710479399,888888888888,RKX,73.0092288326,71.9730917968,11457.85,7169.27,0.0,0.0,0.0,0.0,73.0092288326,43117.0,11457.85,43117.0
43123,7973763710479399,886365656666,RKX,73.0092288326,71.9730917968,11457.85,7169.27,0.0,0.0,0.0,0.0,73.0092288326,43117.0,11457.85,43117.0
43123,7973763710479399,886365656066,RKX,42.1374333946,34.9412238002,9352.21,5332.42,0.0,0.0,0.0,0.0,42.1374333946,43117.0,9352.21,43117.0
43123,7973763710479399,886365656067,RKX,42.1374333946,34.9412238002,9352.21,5332.42,0.0,0.0,0.0,0.0,42.1374333946,43117.0,9352.21,43117.0
43123,7973763710479399,886366666666,RKX,73.0092288326,71.9730917968,11457.85,7169.27,0.0,0.0,0.0,0.0,73.0092288326,43117.0,11457.85,43117.0
43123,7973763710479399,886365656767,RKX,67.9938633447,69.1161189754,2105.64,1836.85,0.0,0.0,0.0,0.0,68.8152278354,43093.0,3174.51,43093.0
43123,7973763710479399,886365666666,RKX,73.0092288326,71.9730917968,11457.85,7169.27,0.0,0.0,0.0,0.0,73.0092288326,43117.0,11457.85,43117.0
43123,7973763710479399,886365656766,RKX,67.9938633447,69.1161189754,2105.64,1836.85,0.0,0.0,0.0,0.0,68.8152278354,43093.0,3174.51,43093.0
43153,7973763710479399,886365656067,RKX,17.829081778800003,30.727066426300002,708.43,3626.38,0.0,0.0,0.0,0.0,42.1374333946,43124.0,9352.21,43124.0
43153,7973763710479399,886365656767,RKX,67.1526274687,68.9570326905,1039.17,1916.87,0.0,0.0,0.0,0.0,67.9938633447,43124.0,2105.64,43124.0
43153,7973763710479399,886366666666,RKX,67.56896910340001,70.93353033220001,1747.6,5543.25,0.0,0.0,0.0,0.0,73.0092288326,43124.0,11457.85,43124.0
43153,7973763710479399,886365656666,RKX,67.56896910340001,70.93353033220001,1747.6,5543.25,0.0,0.0,0.0,0.0,73.0092288326,43124.0,11457.85,43124.0
43153,7973763710479399,886365666666,RKX,67.56896910340001,70.93353033220001,1747.6,5543.25,0.0,0.0,0.0,0.0,73.0092288326,43124.0,11457.85,43124.0
43153,7973763710479399,886365656766,RKX,67.1526274687,68.9570326905,1039.17,1916.87,0.0,0.0,0.0,0.0,67.9938633447,43124.0,2105.64,43124.0
43153,7973763710479399,888888888888,RKX,67.56896910340001,70.93353033220001,1747.6,5543.25,0.0,0.0,0.0,0.0,73.0092288326,43124.0,11457.85,43124.0
43153,7973763710479399,886365656066,RKX,17.829081778800003,30.727066426300002,708.43,3626.38,0.0,0.0,0.0,0.0,42.1374333946,43124.0,9352.21,43124.0
43184,7973763710479399,886365656666,RKX,69.9673425897,70.7413134711,6376.89,5547.49,0.0,0.0,0.0,0.0,69.9673425897,43178.0,6376.89,43178.0
43184,7973763710479399,886365656066,RKX,34.6641952545,30.670020637199997,5206.59,3606.22,0.0,0.0,0.0,0.0,34.6641952545,43178.0,5206.59,43178.0
43184,7973763710479399,886365656067,RKX,34.6641952545,30.670020637199997,5206.59,3606.22,0.0,0.0,0.0,0.0,34.6641952545,43178.0,5206.59,43178.0
43184,7973763710479399,886366666666,RKX,69.9673425897,70.7413134711,6376.89,5547.49,0.0,0.0,0.0,0.0,69.9673425897,43178.0,6376.89,43178.0
43184,7973763710479399,886365666666,RKX,69.9673425897,70.7413134711,6376.89,5547.49,0.0,0.0,0.0,0.0,69.9673425897,43178.0,6376.89,43178.0
43184,7973763710479399,886365656766,RKX,67.0077543561,68.7649609754,1170.3,1941.27,0.0,0.0,0.0,0.0,67.8537166791,43167.0,2237.17,43167.0
